record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0402,IEEE,10.1109/jsen.2024.3358400,,2024,IEEE Sensors Journal,Emotion Recognition Based on Selected EEG Signals by Common Spatial Pattern,include-candidate,include,EEG cross-subject emotion (journal),CSP + fivefold CV; both subject-level (12/3 subj) and trial-level random (540/135 trials) 80/20 splits described (SEED),subject-independent (claimed); mixed splits,unclear,subject-mixed-kfold,describes trial-level random 80/20 split (subject-mixed) alongside subject-level split; which used is ambiguous
SCR-0403,IEEE/WoS/Scopus,10.1109/jsen.2024.3390799,,2024,IEEE Sensors Journal,Dynamic Stream Selection Network for Subject-Independent EEG-Based Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),dynamic stream selection; LOSO; DEAP/DREAMER/SEED-IV; domain-adversarial,subject-independent; LOSO,no,,
SCR-0404,IEEE,10.1109/jsen.2024.3492176,,2025,IEEE Sensors Journal,Real-Time EEG-Based Driver Drowsiness Detection Based on Convolutional Neural Network With Gumb,exclude,off-topic,off-topic: driver drowsiness,,,,,
SCR-0405,IEEE/WoS/Scopus,10.1109/jsen.2025.3553489,,2025,IEEE Sensors Journal,Adversarial Adaptation Neural Networks With Class-Informed Discriminator for EEG Emotion Recogn,include-candidate,include,EEG cross-subject emotion (journal),class-informed adversarial DA; LMMD; cross-subject+cross-session; SEED/SEED-IV,cross-subject/cross-session; UDA,no,,
SCR-0406,IEEE/WoS/Scopus,10.1109/jsen.2025.3587271,,2025,IEEE Sensors Journal,Hierarchical Transformer With Auxiliary Learning for Subject-Independent Respiration Emotion Re,exclude,not-eeg,respiration-signal based,,,,,
SCR-0407,IEEE/WoS/Scopus,10.1109/jsen.2025.3616343,,2025,IEEE Sensors Journal,"Enhancing EEG-Based Emotion Recognition Using Sparse Dynamic Graph CNN With ℓ2,1-Norm",include-candidate,include,EEG cross-subject emotion (journal),sparse dynamic graph CNN; SD (9/6 trial split) + SI; SEED,subject-dependent + subject-independent,no,,
SCR-0408,IEEE/WoS/Scopus,10.1109/jsen.2025.3629291,,2025,IEEE Sensors Journal,Emotion Identification From Physiological Signals Using Iterative Filtering-Based Empirical Wav,include-candidate,include,EEG cross-subject emotion (journal),EWT features + KNN; fivefold CV; SI 93.6% (near-ceiling; subject-mixed suspected),subject-independent (claimed); fivefold CV,yes,subject-mixed-kfold,subject-independent 93.6% via fivefold CV (KNN) is near-ceiling; subject-level separation not evidenced (likely subject-mixed)
SCR-0409,IEEE/WoS/Scopus,10.1109/jsen.2025.3645085,,2026,IEEE Sensors Journal,Enhancing CNN-Based Motion Sickness Detection Using EEG Signals Weighted by Motion Sickness Dos,exclude,off-topic,off-topic: motion sickness,,,,,
SCR-0410,IEEE/WoS/Scopus,10.1109/jsen.2026.3683246,,2026,IEEE Sensors Journal,An Interpretable Multiscale Temporal Residual Framework for Gender-Specific EEG-Based Emotion R,include-candidate,include,EEG cross-subject emotion (journal),SD = fivefold within-subject (2s/1s windows); SI = LOSO (strict subject separation); z-score per fold; DEAP/SEED/DREAMER,subject-dependent + subject-independent (LOSO),no,,leakage-aware (strict subject separation; per-fold normalization)
SCR-0411,IEEE/WoS/Scopus,10.1109/lsens.2023.3307111,,2023,IEEE Sensors Letters,A Hierarchical Three-Dimensional MLP-Based Model for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),hierarchical 3D MLP; subject-independent LOSO,subject-independent; LOSO,no,,
SCR-0412,IEEE/WoS/Scopus,10.1109/lsens.2024.3486708,,2024,IEEE Sensors Letters,Automated Human Emotion Recognition System Using TQWT-Based EEG Subbands,include-candidate,include,EEG cross-subject emotion (journal),TQWT subbands; 80:20 + tenfold CV; SI 86.67% / SD 88.87%,subject-independent (claimed); tenfold,unclear,subject-mixed-kfold,subject-independent 86.67% via 80:20 + tenfold CV; subject-level separation not evidenced
SCR-0413,IEEE,10.1109/lsp.2020.2989663,,2020,IEEE Signal Processing Letters,"Custom Domain Adaptation: A New Method for Cross-Subject, EEG-Based Cognitive Load Recognition",exclude,off-topic,off-topic: cognitive-load recognition,,,,,
SCR-0414,IEEE/WoS/Scopus,10.1109/lsp.2025.3584273,,2025,IEEE Signal Processing Letters,HIA-Net: Hierarchical Interactive Alignment Network for Multimodal Few-Shot Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),multimodal few-shot; LOSO per session; K labeled target samples/class + unlabeled,cross-subject few-shot (LOSO); uses K target labels,no,,disclosed few-shot target labels
SCR-0415,IEEE/WoS/Scopus,10.1109/lsp.2025.3592105,,2025,IEEE Signal Processing Letters,Mutual Information Disentanglement Based Domain Adaptation Model for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),MI disentanglement multi-source DA; LOSO (one subject target; 45 exps) + cross-session; SEED,cross-subject LOSO + cross-session; UDA,no,,
SCR-0416,IEEE/WoS/Scopus,10.1109/ojcs.2026.3653766,,2026,IEEE Open Journal of the Computer Soci,EMO-CARE: EEG Multi-Scale Temporal Modeling With Channel-Aware Feature Attention for Robust Sub,include-candidate,include,EEG cross-subject emotion (journal),multi-scale temporal + channel attention; rigorous LOSO; SEED/SEED-V/DREAMER,subject-independent; LOSO,no,,
SCR-0417,IEEE/WoS,10.1109/taffc.2015.2496310,,2016,IEEE Transactions on Affective Computi,Subject-Independent Odor Pleasantness Classification Using Brain and Peripheral Signals,unclear-needs-fulltext,unclear-needs-fulltext,odor pleasantness; borderline affective,,,,,
SCR-0418,IEEE/WoS/Scopus,10.1109/taffc.2018.2817622,,2020,IEEE Transactions on Affective Computi,EEG Emotion Recognition Using Dynamical Graph Convolutional Neural Networks,include-candidate,include,EEG cross-subject emotion (journal),DGCNN; SD (90.4%) + SI (79.95%; LOSO); SEED,subject-dependent + subject-independent (LOSO),no,,
SCR-0419,IEEE/WoS/Scopus,10.1109/taffc.2018.2885474,,2021,IEEE Transactions on Affective Computi,A Bi-Hemisphere Domain Adversarial Neural Network Model for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),BiDANN; source-target hemisphere alignment; cross-subject,cross-subject; UDA,no,,
SCR-0420,IEEE,10.1109/taffc.2019.2901733,,2021,IEEE Transactions on Affective Computi,Prediction of Car Design Perception Using EEG and Gaze Patterns,exclude,off-topic,off-topic: car-design perception,,,,,
SCR-0421,IEEE/WoS/Scopus,10.1109/taffc.2019.2916015,,2022,IEEE Transactions on Affective Computi,Utilizing Deep Learning Towards Multi-Modal Bio-Sensing and Vision-Based Affective Computing,include-candidate,include,EEG cross-subject emotion (journal),LOSO (per dataset) + random 80/20 10-fold on combined data (subject-mixed); ELM; multimodal bio-sensing,LOSO + random 80/20,no,,also reports subject-mixed random 80/20 10-fold on combined datasets
SCR-0422,IEEE/WoS/Scopus,10.1109/taffc.2019.2922912,,2022,IEEE Transactions on Affective Computi,From Regional to Global Brain: A Novel Hierarchical Spatial-Temporal Neural Network Model for E,include-candidate,include,EEG cross-subject emotion (journal),R2G hierarchical ST; DANN; SD + SI; SEED,subject-dependent + subject-independent; UDA,no,,
SCR-0423,IEEE/WoS/Scopus,10.1109/taffc.2020.2994159,,2022,IEEE Transactions on Affective Computi,EEG-Based Emotion Recognition Using Regularized Graph Neural Networks,include-candidate,include,EEG cross-subject emotion (journal),RGNN + NodeDAT domain-adversarial; SD + SI; SEED/SEED-IV,subject-dependent + subject-independent; UDA,no,,
SCR-0424,IEEE/WoS/Scopus,10.1109/taffc.2020.3013711,,2022,IEEE Transactions on Affective Computi,An Efficient LSTM Network for Emotion Recognition From Multichannel EEG Signals,include-candidate,include,EEG cross-subject emotion (journal),ATDD-LSTM; domain discriminator; SD + SI + cross-session; DEAP/SEED,subject-dependent + subject-independent + cross-session; UDA,no,,
SCR-0425,IEEE/WoS/Scopus,10.1109/taffc.2021.3137857,,2023,IEEE Transactions on Affective Computi,Personal-Zscore: Eliminating Individual Difference for EEG-Based Cross-Subject Emotion Recognit,include-candidate,include,EEG cross-subject emotion (journal),Personal-Zscore per-subject normalization (uses target-subject stats); cross-subject; SEED,cross-subject; personal z-score normalization,no,,per-subject z-score uses target-subject statistics (transductive normalization; disclosed)
SCR-0426,IEEE/WoS/Scopus,10.1109/taffc.2022.3164516,,2023,IEEE Transactions on Affective Computi,Contrastive Learning of Subject-Invariant EEG Representations for Cross-Subject Emotion Recogni,include-candidate,include,EEG cross-subject emotion (journal),contrastive subject-invariant; 10-fold cross-subject CV (subject-disjoint); optional 1-min calibration,cross-subject; 10-fold cross-subject,no,,
SCR-0427,IEEE/WoS/Scopus,10.1109/taffc.2022.3179717,,2023,IEEE Transactions on Affective Computi,EEG-Based Subject-Independent Emotion Recognition Using Gated Recurrent Unit and Minimum Class ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0428,IEEE/WoS/Scopus,10.1109/taffc.2022.3189222,,2022,IEEE Transactions on Affective Computi,Joint Feature Adaptation and Graph Adaptive Label Propagation for Cross-Subject Emotion Recogni,include-candidate,include,EEG cross-subject emotion (journal),joint feature adaptation + graph label propagation; unlabeled target; cross-subject,cross-subject; DA (transductive),no,,
SCR-0429,IEEE/WoS/Scopus,10.1109/taffc.2022.3199075,,2022,IEEE Transactions on Affective Computi,A Dual-Branch Dynamic Graph Convolution Based Adaptive TransFormer Feature Fusion Network for E,include-candidate,include,EEG cross-subject emotion (journal),dual-branch graph transformer; LOSO + adapter fine-tune on half target samples; few-shot,cross-subject (LOSO) + adapter fine-tune (target labels),no,,uses half target-subject samples for fine-tuning (disclosed)
SCR-0430,IEEE/WoS/Scopus,10.1109/taffc.2023.3288118,,2024,IEEE Transactions on Affective Computi,PR-PL: A Novel Prototypical Representation Based Pairwise Learning Framework for Emotion Recogn,include-candidate,include,EEG cross-subject emotion (journal),prototypical pairwise; transductive (target data in training) + pseudo-labels; 4 CV protocols; SEED/SEED-IV,cross-subject; transductive DA,no,,
SCR-0431,IEEE/WoS/Scopus,10.1109/taffc.2023.3305982,,2024,IEEE Transactions on Affective Computi,An Affective Brain-Computer Interface Based on a Transfer Learning Method,include-candidate,include,EEG cross-subject emotion (journal),affective BCI transfer learning; few calibration samples; cross-subject/session/device; DEAP,subject-independent; transfer,no,,
SCR-0432,IEEE/WoS,10.1109/taffc.2023.3319397,,2024,IEEE Transactions on Affective Computi,Unsupervised Time-Aware Sampling Network With Deep Reinforcement Learning for EEG-Based Emotion,include-candidate,include,EEG cross-subject emotion (journal),LOSO-CV; clearly distinguishes subject-dependent (video-level) vs subject-independent (subject-level) protocols; SEED/DEAP/MAHNOB,subject-independent; LOSO,no,,leakage-aware exhibit (explicit protocol taxonomy)
SCR-0433,IEEE,10.1109/taffc.2023.3326747,,2024,IEEE Transactions on Affective Computi,Chronic Stress Recognition Based on Time-Slot Analysis of Ambulatory Electrocardiogram and Tri-,exclude,not-eeg,ECG/accelerometer chronic stress,,,,,
SCR-0434,IEEE/WoS/Scopus,10.1109/taffc.2023.3336531,,2024,IEEE Transactions on Affective Computi,Emotion Recognition From Few-Channel EEG Signals by Integrating Deep Feature Aggregation and Tr,include-candidate,include,EEG cross-subject emotion (journal),few-channel; mainly subject-dependent + fine-tune to new subjects (transfer),subject-dependent + transfer to new subjects,no,,paper states mainly subject-dependent scheme
SCR-0435,IEEE/WoS/Scopus,10.1109/taffc.2024.3349770,,2024,IEEE Transactions on Affective Computi,Gusa: Graph-Based Unsupervised Subdomain Adaptation for Cross-Subject EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),graph unsupervised subdomain DA; node-wise + emotion subdomain alignment; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0436,IEEE/WoS/Scopus,10.1109/taffc.2024.3357656,,2024,IEEE Transactions on Affective Computi,CFDA-CSF: A Multi-Modal Domain Adaptation Method for Cross-Subject Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),multimodal UDA; unlabeled target; LOSO per session,cross-subject; UDA (multimodal),no,,
SCR-0437,IEEE/WoS/Scopus,10.1109/taffc.2024.3371540,,2024,IEEE Transactions on Affective Computi,GDDN: Graph Domain Disentanglement Network for Generalizable EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),graph domain disentanglement; multi-source DG; unseen target subjects,cross-subject; DG/DA,no,,
SCR-0438,IEEE/WoS/Scopus,10.1109/taffc.2024.3392791,,2024,IEEE Transactions on Affective Computi,CiABL: Completeness-Induced Adaptative Broad Learning for Cross-Subject Emotion Recognition Wit,include-candidate,include,EEG cross-subject emotion (journal),completeness-induced broad learning; source-target alignment; cross-subject,cross-subject; transfer/DA,no,,
SCR-0439,IEEE/WoS/Scopus,10.1109/taffc.2024.3394436,,2024,IEEE Transactions on Affective Computi,Spectral-Spatial Attention Alignment for Multi-Source Domain Adaptation in EEG-Based Emotion Re,include-candidate,include,EEG cross-subject emotion (journal),spectral-spatial attention MSDA; pseudo-labels target; cross-session + cross-subject; SEED/SEED-IV,cross-subject/cross-session; UDA,no,,
SCR-0440,IEEE/WoS/Scopus,10.1109/taffc.2024.3394873,,2024,IEEE Transactions on Affective Computi,Bridge Graph Attention Based Graph Convolution Network With Multi-Scale Transformer for EEG Emo,include-candidate,include,EEG cross-subject emotion (journal),bridge graph attention + transformer; SD (leave-one-trial-out) + SI (LOSO); SEED/SEED-IV/DREAMER,subject-dependent + subject-independent (LOSO),no,,
SCR-0441,IEEE/WoS/Scopus,10.1109/taffc.2024.3409357,,2024,IEEE Transactions on Affective Computi,U-Shaped Distribution Guided Sign Language Emotion Recognition With Semantic and Movement Featu,exclude,not-eeg,sign-language movement features,,,,,
SCR-0442,IEEE/WoS/Scopus,10.1109/taffc.2024.3433470,,2025,IEEE Transactions on Affective Computi,Semi-Supervised Dual-Stream Self-Attentive Adversarial Graph Contrastive Learning for Cross-Sub,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised adversarial graph contrastive; LOSO; labeled+unlabeled; SEED/SEED-IV/V/FACED,cross-subject LOSO; semi-supervised,no,,
SCR-0443,IEEE,10.1109/taffc.2024.3433613,,2025,IEEE Transactions on Affective Computi,Grop: Graph Orthogonal Purification Network for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),graph orthogonal purification; GRL; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0444,IEEE,10.1109/taffc.2024.3462603,,2025,IEEE Transactions on Affective Computi,Decoding Musical Neural Activity in Patients With Disorders of Consciousness Through Self-Super,exclude,off-topic,off-topic: disorders of consciousness,,,,,
SCR-0445,IEEE/WoS/Scopus,10.1109/taffc.2024.3477302,,2025,IEEE Transactions on Affective Computi,The fNIRS-Based Emotion Recognition by Spatial Transformer and WGAN Data Augmentation Toward De,exclude,not-eeg,fNIRS-based emotion,,,,,
SCR-0446,IEEE/WoS/Scopus,10.1109/taffc.2024.3480355,,2025,IEEE Transactions on Affective Computi,Adaptive Domain Alignment Neural Networks for Cross-Domain EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),adaptive domain alignment; label-wise prototypes; unlabeled target; cross-subject/session,cross-subject/cross-session; UDA,no,,~90% but transductive disclosed
SCR-0447,IEEE/WoS/Scopus,10.1109/taffc.2024.3485057,,2025,IEEE Transactions on Affective Computi,SEED-VII: A Multimodal Dataset of Six Basic Emotions With Continuous Labels for Emotion Recogni,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0448,IEEE/WoS/Scopus,10.1109/taffc.2024.3497897,,2025,IEEE Transactions on Affective Computi,EEG-Based Cross-Subject Emotion Recognition Using Sparse Bayesian Learning With Enhanced Covari,include-candidate,include,EEG cross-subject emotion (journal),sparse Bayesian + enhanced covariance alignment; source-target; cross-subject,cross-subject; DA,no,,
SCR-0449,IEEE/WoS/Scopus,10.1109/taffc.2024.3514635,,2025,IEEE Transactions on Affective Computi,Enhancing EEG-Based Cross-Subject Emotion Recognition via Adaptive Source Joint Domain Adaptati,include-candidate,include,EEG cross-subject emotion (journal),adaptive source joint DA; source selection (JS div); unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0450,IEEE/WoS,10.1109/taffc.2024.3515457,,2025,IEEE Transactions on Affective Computi,Major Depressive Disorder Detection Using Graph Domain Adaptation With Global Message-Passing B,exclude,off-topic,off-topic: MDD detection,,,,,
SCR-0451,IEEE,10.1109/taffc.2025.3527459,,2025,IEEE Transactions on Affective Computi,TFAGL: A Novel Agent Graph Learning Method Using Time-Frequency EEG for Major Depressive Disord,exclude,off-topic,off-topic: MDD detection,,,,,
SCR-0452,IEEE/WoS/Scopus,10.1109/taffc.2025.3535542,,2025,IEEE Transactions on Affective Computi,Multi-Scale Hyperbolic Contrastive Learning for Cross-Subject EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),multi-scale hyperbolic contrastive; LOSO + k-fold CV (5-fold SEED/MPED; 10-fold FACED); source ranking,cross-subject; LOSO + k-fold,no,,k-fold used for partitioning/pretraining; LOSO for subject generalization
SCR-0453,IEEE/WoS/Scopus,10.1109/taffc.2025.3554399,,2025,IEEE Transactions on Affective Computi,Multi-Modal Cross-Subject Emotion Feature Alignment and Recognition With EEG and Eye Movements,include-candidate,include,EEG cross-subject emotion (journal),multimodal (EEG+eye) MSDA; subject-independent; source-target,cross-subject; UDA (multimodal),no,,
SCR-0454,IEEE,10.1109/taffc.2025.3555433,,2025,IEEE Transactions on Affective Computi,UA-DAAN: An Uncertainty-Aware Dynamic Adversarial Adaptation Network for EEG-Based Depression R,exclude,off-topic,off-topic: depression recognition,,,,,
SCR-0455,IEEE/WoS/Scopus,10.1109/taffc.2025.3555439,,2025,IEEE Transactions on Affective Computi,Enhancing Cross-Dataset EEG Emotion Recognition: A Novel Approach With Emotional EEG Style Tran,include-candidate,include,EEG cross-subject emotion (journal),emotional EEG style transfer; cross-dataset; source-target,cross-dataset; DA,no,,
SCR-0456,IEEE/WoS/Scopus,10.1109/taffc.2025.3564272,,2025,IEEE Transactions on Affective Computi,Exploiting the Intrinsic Neighborhood Semantic Structure for Domain Adaptation in EEG-Based Emo,include-candidate,include,EEG cross-subject emotion (journal),neighborhood semantic DA (NSAL-DGAT); pseudo-labels; SD + SI,subject-dependent + subject-independent; UDA,no,,
SCR-0457,IEEE/WoS/Scopus,10.1109/taffc.2025.3565570,,2025,IEEE Transactions on Affective Computi,AM-ConvBLS: Adaptive Manifold Convolutional Broad Learning System for Cross-Session and Cross-S,include-candidate,include,EEG cross-subject emotion (journal),adaptive manifold ConvBLS; cross-session + cross-subject; unlabeled target,cross-session + cross-subject; DA,no,,
SCR-0458,IEEE/WoS/Scopus,10.1109/taffc.2025.3574868,,2025,IEEE Transactions on Affective Computi,Multi-View Self-Supervised Domain Adaptation for EEG-Based Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),multi-view SSL DA; pretrain(unlabeled) + personalized calibration; SD + SI; SEED/SEED-IV,subject-dependent + subject-independent; SSL/DA,no,,personalized calibration uses target data (disclosed)
SCR-0459,IEEE/WoS/Scopus,10.1109/taffc.2025.3580787,,2025,IEEE Transactions on Affective Computi,TAHAG: Two-Stage Domain Adaptation With Hybrid Adaptive Graph Learning for EEG Emotion Recognit,include-candidate,include,EEG cross-subject emotion (journal),two-stage DA + hybrid adaptive graph; source-target; subject-independent,subject-independent; DA,no,,
SCR-0460,IEEE/WoS/Scopus,10.1109/taffc.2025.3581388,,2025,IEEE Transactions on Affective Computi,EmotionMIL: An End-to-End Multiple Instance Learning Framework for Emotion Recognition From EEG,include-candidate,include,EEG cross-subject emotion (journal),MIL; SD (10-fold within-subject) + SI (subject-split); DEAP/DREAMER/SEED,subject-dependent + subject-independent,no,,
SCR-0461,IEEE/WoS/Scopus,10.1109/taffc.2025.3582740,,2025,IEEE Transactions on Affective Computi,Dynamical Causal Graph Neural Network for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),dynamical causal GNN + CDAN adversarial DA; SD + SI,subject-dependent + subject-independent; UDA,no,,
SCR-0462,IEEE/WoS/Scopus,10.1109/taffc.2025.3588873,,2025,IEEE Transactions on Affective Computi,A Novel Conditional Adversarial Domain Adaptation Network for EEG Cross-Subject Emotion Recogni,include-candidate,include,EEG cross-subject emotion (journal),conditional adversarial DA; unlabeled target (test subject); cross-subject,cross-subject; UDA,no,,
SCR-0463,IEEE/WoS/Scopus,10.1109/taffc.2025.3593630,,2025,IEEE Transactions on Affective Computi,Dynamic-Attention-Based EEG State Transition Modeling for Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),state-transition modeling; domain generalization (NO target data); cross-subject,cross-subject; DG (no target access),no,,
SCR-0464,IEEE/WoS/Scopus,10.1109/taffc.2025.3595137,,2025,IEEE Transactions on Affective Computi,MTADA: A Multi-Task Adversarial Domain Adaptation Network for EEG-Based Cross-Subject Emotion R,include-candidate,include,EEG cross-subject emotion (journal),multi-task adversarial DA; source matching; unlabeled target; cross-subject,cross-subject; UDA,no,,
SCR-0465,IEEE,10.1109/taffc.2025.3600267,,2025,IEEE Transactions on Affective Computi,Label Feature Co-Learning for Facial and EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),facial+EEG co-learning; SD (10-fold) + transfer setting; DEAP,subject-dependent + transfer,no,,
SCR-0466,IEEE/WoS/Scopus,10.1109/taffc.2025.3601809,,2025,IEEE Transactions on Affective Computi,EEG Coupled Scale-Invariant Dynamics for Emotion Recognition: A Domain Adaptation Approach,include-candidate,include,EEG cross-subject emotion (journal),scale-invariant DA; SD (10-fold per subject) + SI (DA); DREAMER + cross-dataset,subject-dependent + subject-independent; DA,no,,
SCR-0467,IEEE,10.1109/taffc.2025.3605833,,2025,IEEE Transactions on Affective Computi,LibEER: A Comprehensive Benchmark and Algorithm Library for EEG-Based Emotion Recognition,unclear-needs-fulltext,unclear-needs-fulltext,benchmark/library resource; verify at full text,benchmark/library; enforces trial-disjoint splits; defines SD/cross-subject/SI rigorously; flags questionable practices,rigorous SD/cross-subject/SI benchmark,no,,leakage-aware benchmark resource (LibEER); protocol-standards reference (not off-topic)
SCR-0468,IEEE/WoS/Scopus,10.1109/taffc.2025.3607025,,2026,IEEE Transactions on Affective Computi,Brain-Machine Enhanced Intelligence for Semi-Supervised Facial Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0469,IEEE,10.1109/taffc.2025.3608571,,2026,IEEE Transactions on Affective Computi,MIND-EEG: Multi-Granularity Integration Network With Discrete Codebook for EEG-Based Emotion Re,include-candidate,include,EEG cross-subject emotion (journal),multi-granularity + discrete codebook; SD + SI; SEED-IV/MPED,subject-dependent + subject-independent,no,,
SCR-0470,IEEE/WoS/Scopus,10.1109/taffc.2025.3611173,,2026,IEEE Transactions on Affective Computi,STRFLNet: Spatio-Temporal Representation Fusion Learning Network for EEG-Based Emotion Recognit,include-candidate,include,EEG cross-subject emotion (journal),spatio-temporal fusion; SD (10-fold) + SI (LOSO); SEED/SEED-IV,subject-dependent + subject-independent (LOSO),no,,
SCR-0471,IEEE/WoS,10.1109/taffc.2025.3614727,,2026,IEEE Transactions on Affective Computi,Quantifying Emotional Patterns for EEG-Based Emotion Recognition: An Interpretable Study on EEG,include-candidate,include,EEG cross-subject emotion (journal),interpretable cross-session study; MDME (own 12-subj Emotiv); DSAAN transfer,cross-session; cross-subject; transfer,no,,own dataset (MDME)
SCR-0472,IEEE/WoS/Scopus,10.1109/taffc.2025.3633647,,2026,IEEE Transactions on Affective Computi,Multi-View Cognitive Prior Graph Convolutional Network for Multimodal Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),multi-view cognitive prior GCN; SI 98.03/98.27% (near-ceiling) via LOOCV; DREAMER/MAHNOB,subject-independent (claimed); LOOCV,yes,subject-mixed-kfold,subject-independent 98%+ via 'LOOCV' is near-ceiling/implausible for genuine LOSO; likely sample-level LOOCV (subject-mixed)
SCR-0473,IEEE/WoS,10.1109/taffc.2025.3638592,,2026,IEEE Transactions on Affective Computi,Gram: A Large General EEG Model for Raw Data Classification and Restoration,unclear-needs-fulltext,unclear-needs-fulltext,general EEG foundation model; not emotion-specific,,,,,
SCR-0474,IEEE/WoS/Scopus,10.1109/taffc.2025.3639182,,2026,IEEE Transactions on Affective Computi,EEG-Based Fear Detection in Women,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0475,IEEE,10.1109/taffc.2025.3643454,,2026,IEEE Transactions on Affective Computi,Diagnosis of Major Depressive Disorder With High Suicide Risk Using Slow-Wave Sleep Electroence,exclude,off-topic,off-topic: MDD/sleep clinical,,,,,
SCR-0476,IEEE/WoS,10.1109/taffc.2025.3646189,,2026,IEEE Transactions on Affective Computi,WDANet: Wasserstein Distribution Inspired Dynamic Adversarial Network for EEG-Based Cross-Domai,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0477,IEEE/WoS/Scopus,10.1109/taffc.2025.3647683,,2026,IEEE Transactions on Affective Computi,Hybrid Source Selection Fusion Domain-Invariant Attention for Cross-Subject Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),hybrid source selection + domain-invariant attention; few labeled + unlabeled target; cross-subject,cross-subject; semi-supervised DA,no,,
SCR-0478,IEEE/WoS/Scopus,10.1109/taffc.2026.3658346,,2026,IEEE Transactions on Affective Computi,Prompt-Guided Domain Generalization for EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),prompt-guided domain generalization; NO target data (inductive DG); SEED/SEED-IV,cross-subject; DG (no target access),no,,
SCR-0479,IEEE/WoS/Scopus,10.1109/taffc.2026.3661552,,2026,IEEE Transactions on Affective Computi,Q-RoFormer: Quaternion Rotation-Based Transformer for Cross-Subject EEG Emotion Recognition,include-candidate,include,EEG cross-subject emotion (journal),quaternion transformer; multi-source DA; unlabeled target + pseudo-labels + fine-tune; cross-subject,cross-subject; UDA,no,,
SCR-0480,IEEE/Scopus,10.1109/taffc.2026.3664306,,2026,IEEE Transactions on Affective Computi,NeuroPhysio: Explainable EEG-Based AI for Affective and Cognitive Load Recognition in Digital H,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0481,IEEE/WoS,10.1109/taffc.2026.3670015,,2026,IEEE Transactions on Affective Computi,Toward a Realistic Encoding Model of Auditory Affective Understanding in the Brain,unclear-needs-fulltext,unclear-needs-fulltext,auditory-affective encoding model; not recognition,auditory affective encoding model (regression/correlation); 5-fold CV on stimulus-response pairs; participant-split reliability,encoding model; not standard recognition,unclear,other,encoding/regression study (not classification); protocol is not a cross-subject recognition benchmark; reconsider scope
SCR-0482,IEEE/WoS/Scopus,10.1109/taffc.2026.3670697,,2026,IEEE Transactions on Affective Computi,Multi-Scale Dynamic Temporal Network With Graph Matching Domain Adaptation for Cross-Subject EE,include-candidate,include,EEG cross-subject emotion (journal),graph matching DA + adversarial; 3 CV protocols (cross-subject single/cross-session); SEED/DEAP,cross-subject/cross-session; UDA,no,,cross-subject SEED 94.69% high (transductive)
SCR-0483,IEEE/WoS/Scopus,10.1109/taffc.2026.3671020,,2026,IEEE Transactions on Affective Computi,Prototypical Contrastive Learning With Temporal Dynamic Graph Convolutional Network for EEG-Bas,include-candidate,include,EEG cross-subject emotion (journal),prototypical contrastive + temporal dynamic GCN; SD + SI; SEED/HIED/SEED-IV; DA,subject-dependent + subject-independent; DA,no,,
SCR-0484,IEEE/WoS/Scopus,10.1109/taffc.2026.3674037,,2026,IEEE Transactions on Affective Computi,EEG-Based Emotion Classification Using Deep Capsule Networks for Subject-Independent and Depend,include-candidate,include,EEG cross-subject emotion (journal),deep capsule; SD (97%) + SI (>80%); DEAP; binary + multi-class,subject-dependent + subject-independent,no,,DEAP SI >80% is on the high side
