record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0001,WoS/Scopus,10.1002/adfm.202200457,,2022,ADVANCED FUNCTIONAL MATERIALS,Adhesive and Hydrophobic Bilayer Hydrogel Enabled On-Skin Biosensors for High-Fidelity Classifi,exclude,exclude ,not-eeg,,,,,
SCR-0002,WoS/Scopus,10.1002/ima.22670,,2022,INTERNATIONAL JOURNAL OF IMAGING SYSTE,Emotion identification by dynamic entropy and ensemble learning from electroencephalogram signa,include-candidate,include,EEG cross-subject emotion (journal),LOSO (subject-level) stated; DEAP 32-subj; per-session results,subject-independent; LOSO,no,,
SCR-0003,WoS/Scopus,10.1002/int.22551,,2021,INTERNATIONAL JOURNAL OF INTELLIGENT S,Three-dimensional feature maps and convolutional neural network-based emotion recognition,exclude,exclude,subject-dependent-only,,,,,
SCR-0004,WoS/Scopus,10.1002/jnm.70087,,2025,INTERNATIONAL JOURNAL OF NUMERICAL MOD,A Lightweight Network Based on Multi-Scale Convolutional Neural Network and Gated Transformer f,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0005,WoS/Scopus,10.1007/s00521-014-1653-6,,2015,NEURAL COMPUTING \& APPLICATIONS,Learning to decode human emotions from event-related potentials,exclude,exclude,private-insufficient,,,,,
SCR-0006,WoS/Scopus,10.1007/s00521-020-05670-4,,2021,NEURAL COMPUTING \& APPLICATIONS,A deep multi-source adaptation transfer network for cross-subject electroencephalogram emotion ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0007,WoS/Scopus,10.1007/s00521-022-07643-1,,2022,NEURAL COMPUTING \& APPLICATIONS,Multi-domain fusion deep graph convolution neural network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0008,WoS/Scopus,10.1007/s00530-025-01894-3,,2025,MULTIMEDIA SYSTEMS,Unsupervised subdomain adaptation framework guided by pseudo label for cross-subject and cross-,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0009,WoS/Scopus,10.1007/s00530-026-02247-4,,2026,MULTIMEDIA SYSTEMS,Subdomain adaptive feature enhancement via confidence-adjudicated dual-decision pseudo-labeling,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0010,WoS/Scopus,10.1007/s10044-025-01501-1,,2025,PATTERN ANALYSIS AND APPLICATIONS,Subject-independent multi-channel voting for EEG-based emotion recognition using wavelet scatte,include-candidate,include,EEG cross-subject emotion (journal),LOSO stated but >97% subject-independent on DEAP/GAMEEMO (near-ceiling),subject-independent; LOSO,unclear,claim-method-mismatch-suspected,LOSO claimed yet ~97% subject-independent on DEAP is near-ceiling; segment/trial-level leakage not excluded
SCR-0011,WoS/Scopus,10.1007/s10072-026-08835-6,,2026,NEUROLOGICAL SCIENCES,Analysis of the generalization ability of graph neural networks in cross-subject EEG emotion re,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0012,WoS/Scopus,10.1007/s10115-022-01762-w,,2023,KNOWLEDGE AND INFORMATION SYSTEMS,An EEG-based subject-independent emotion recognition model using a differential-evolution-based,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0013,WoS/Scopus,10.1007/s10472-019-09668-0,,2020,ANNALS OF MATHEMATICS AND ARTIFICIAL I,Deep learning models for brain machine interfaces,exclude,exclude,private-insufficient,,,,,
SCR-0014,WoS/Scopus,10.1007/s10489-022-04366-7,,2023,APPLIED INTELLIGENCE,EEG emotion recognition based on PLV-rich-club dynamic brain function network,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0015,WoS/Scopus,10.1007/s10489-024-05976-z,,2024,APPLIED INTELLIGENCE,A dual transfer learning method based on 3D-CNN and vision transformer for emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0016,WoS/Scopus,10.1007/s10586-023-04133-4,,2024,CLUSTER COMPUTING-THE JOURNAL OF NETWO,Federated learning inspired privacy sensitive emotion recognition based on multi-modal physiolo,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0017,PubMed,10.1007/s10916-019-1498-8,31897864,2020,,Recognizing Image Semantic Information Through Multi-Feature Fusion and  SSAE-Based Deep Networ,exclude,exclude ,not-eeg,,,,,
SCR-0018,WoS,10.1007/s10916-026-02345-w,,2026,JOURNAL OF MEDICAL SYSTEMS,Bridging Neural Topology and Affective Computing: Graph Attention for EEG Emotion Recognition,exclude,exclude ,non-primary-study,,,,,
SCR-0019,WoS/Scopus,10.1007/s11042-023-16294-w,,2023,MULTIMEDIA TOOLS AND APPLICATIONS,Investigation of human state classification via EEG signals elicited by emotional audio-visual ,exclude,exclude,private-insufficient,,,,,
SCR-0020,WoS/Scopus,10.1007/s11042-023-17142-7,,2023,MULTIMEDIA TOOLS AND APPLICATIONS,Temporal shift residual network for EEG-based emotion recognition: A 3D feature image sequence ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0021,WoS,10.1007/s11063-020-10322-8,,2020,NEURAL PROCESSING LETTERS,"Spiking Neural Networks: Background, Recent Development and the NeuCube Architecture",exclude,exclude ,non-primary-study,,,,,
SCR-0022,WoS/Scopus,10.1007/s11227-022-05026-w,,2023,JOURNAL OF SUPERCOMPUTING,Emotion recognition framework using multiple modalities for an effective human-computer interac,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0023,WoS/Scopus,10.1007/s11257-024-09424-y,,2025,USER MODELING AND USER-ADAPTED INTERAC,A contrastive self-supervised learning method for source-free EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0024,WoS/Scopus/PubMed,10.1007/s11517-022-02686-x,,2023,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Subject-independent EEG emotion recognition with hybrid spatio-temporal GRU-Conv architecture,include-candidate,include,EEG cross-subject emotion (journal),cross-subject LOSO; source-target DA alignment (transductive),subject-independent; cross-subject; domain adaptation,no,,
SCR-0025,WoS/Scopus/PubMed,10.1007/s11517-023-02956-2,,2024,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Instance-representation transfer method based on joint distribution and deep adaptation for EEG,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0026,WoS/Scopus/PubMed,10.1007/s11517-024-03094-z,,2024,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Semi-supervised bipartite graph construction with active EEG sample selection for emotion recog,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0027,WoS/PubMed,10.1007/s11517-025-03384-0,,2025,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Auxiliary classifier adversarial networks with maximum subdomain discrepancy for EEG-based emot,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0028,WoS/Scopus/PubMed,10.1007/s11517-025-03430-x,,2025,MEDICAL \& BIOLOGICAL ENGINEERING \& C,IF-MMCL: an individual focused network with multi-view and multi-modal contrastive learning for,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0029,WoS/Scopus,10.1007/s11517-025-03479-8,,2026,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Multi-source self-guided domain adaptation framework for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0030,WoS/Scopus,10.1007/s11517-026-03543-x,,2026,MEDICAL \& BIOLOGICAL ENGINEERING \& C,Adaptive graph convolution domain adaptation network for cross-subject EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0031,WoS/Scopus,10.1007/s11571-024-10092-2,,2024,COGNITIVE NEURODYNAMICS,Multiple-source distribution deep adaptive feature norm network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0032,WoS/Scopus,10.1007/s11571-024-10193-y,,2025,COGNITIVE NEURODYNAMICS,Multi-view domain adaption based multi-scale convolutional conditional invertible discriminator,exclude,exclude ,subject-dependent-only,,,,,
SCR-0033,WoS/Scopus,10.1007/s11571-025-10272-8,,2025,COGNITIVE NEURODYNAMICS,Conditional probabilistic-based domain adaptation for cross-subject EEG-based emotion recogniti,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0034,WoS/Scopus,10.1007/s11571-025-10342-x,,2025,COGNITIVE NEURODYNAMICS,Mtfsfn: a multi-view time-frequency-space fusion network for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0035,WoS/Scopus,10.1007/s11571-025-10372-5,,2025,COGNITIVE NEURODYNAMICS,Cross-modal alignment and fusion of EEG-visual based on mixed attention mechanism for emotion r,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0036,WoS/Scopus,10.1007/s11571-025-10379-y,,2025,COGNITIVE NEURODYNAMICS,EEG emotion recognition across subjects based on deep feature aggregation and multi-source doma,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0037,WoS/Scopus,10.1007/s11571-025-10394-z,,2025,COGNITIVE NEURODYNAMICS,SC-SDT: a framework with spectral convolution and spatial differential transformer for EEG-base,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0038,WoS/Scopus,10.1007/s11571-025-10396-x,,2025,COGNITIVE NEURODYNAMICS,EEG emotion recognition based on hierarchical multi-scale graph neural networks,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0039,WoS/Scopus,10.1007/s11571-026-10447-x,,2026,COGNITIVE NEURODYNAMICS,JDA-RSDB: a multimodal domain adaptation method for cross-session emotion recognition from EEG ,exclude,exclude ,subject-dependent-only,,,,,
SCR-0040,WoS/Scopus,10.1007/s11760-024-03533-2,,2024,SIGNAL IMAGE AND VIDEO PROCESSING,Application of a multi-source multi-task weight adaptation framework for cross-domain EEG emoti,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0041,WoS/Scopus,10.1007/s11760-025-03876-4,,2025,SIGNAL IMAGE AND VIDEO PROCESSING,DDNet: a hybrid network based on deep adaptive multi-head attention and dynamic graph convoluti,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0042,WoS/Scopus,10.1007/s11760-025-04124-5,,2025,SIGNAL IMAGE AND VIDEO PROCESSING,A stackGNN model for human emotion recognition from EEGs signals,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0043,WoS/Scopus,10.1007/s11760-025-04656-w,,2025,SIGNAL IMAGE AND VIDEO PROCESSING,Joint Time-Frequency Wavelet Scattering Transform-Based Framework for Emotion Recognition Enhan,exclude,exclude ,private-insufficient,,,,,
SCR-0044,WoS/Scopus,10.1007/s11760-025-04819-9,,2025,SIGNAL IMAGE AND VIDEO PROCESSING,MS-AGDA: A multi-source adaptive gating unsupervised domain adaptation for cross-subject and cr,include-candidate,include,EEG cross-subject emotion (journal),unsupervised DA; unlabeled target used (transductive; disclosed); cross-session,cross-subject/cross-session; UDA,no,,
SCR-0045,WoS/Scopus,10.1007/s11801-023-2207-x,,2023,OPTOELECTRONICS LETTERS,Research on EEG emotion recognition based on CNN+BiLSTM+self-attention model,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0046,WoS/Scopus,10.1007/s12559-019-09699-z,,2020,COGNITIVE COMPUTATION,A Novel Approach for EEG Electrode Selection in Automated Emotion Recognition Based on Lagged P,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0047,WoS/Scopus,10.1007/s12559-022-10016-4,,2022,COGNITIVE COMPUTATION,Generator-based Domain Adaptation Method with Knowledge Free for Cross-subject EEG Emotion Reco,include-candidate,include,EEG cross-subject emotion (journal),adversarial generator DA (knowledge-free; no target labels); transductive,cross-subject; domain adaptation,no,,
SCR-0048,WoS/Scopus,10.1007/s12559-022-10077-5,,2023,COGNITIVE COMPUTATION,Accurate Emotion Recognition Utilizing Extracted EEG Sources as Graph Neural Network Nodes,exclude,exclude ,private-insufficient,,,,,
SCR-0049,WoS/Scopus,10.1007/s12559-023-10171-2,,2024,COGNITIVE COMPUTATION,A Fuzzy Ensemble-Based Deep learning Model for EEG-Based Emotion Recognition,exclude,exclude ,subject-dependent-only,,,,,
SCR-0050,WoS,10.1007/s12572-025-00411-z,,2025,INTERNATIONAL JOURNAL OF ADVANCES IN E,Emotion recognition through integrated dual-channel EEG and peripheral physiological data,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0051,WoS/Scopus,10.1007/s12652-020-02338-8,,2021,JOURNAL OF AMBIENT INTELLIGENCE AND HU,Subject independent emotion recognition system for people with facial deformity: an EEG based a,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0052,WoS,10.1007/s13042-021-01414-5,,2022,INTERNATIONAL JOURNAL OF MACHINE LEARN,EEG-based Emotion Recognition with Feature Fusion Networks,include-candidate,include,EEG cross-subject emotion (journal),LOSO on DEAP; classical ML; ~62% (realistic),subject-independent LOSO,no,,
SCR-0053,WoS/Scopus,10.1007/s13042-023-01964-w,,2024,INTERNATIONAL JOURNAL OF MACHINE LEARN,CoDF-Net: coordinated-representation decision fusion network for emotion recognition with EEG a,exclude,exclude ,non-english,,,,,
SCR-0054,WoS/Scopus,10.1007/s13042-025-02822-7,,2026,INTERNATIONAL JOURNAL OF MACHINE LEARN,Automated human emotion recognition from EEG signals using chaotic local binary pattern and ens,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0055,WoS,10.1007/s13246-019-00825-7,,2020,PHYSICAL AND ENGINEERING SCIENCES IN M,The potential of photoplethysmogram and galvanic skin response in emotion recognition using non,exclude,exclude ,non-eeg,,,,,
SCR-0056,WoS/Scopus,10.1007/s13534-023-00316-5,,2024,BIOMEDICAL ENGINEERING LETTERS,Sneaky emotions: impact of data partitions in affective computing experiments with brain-comput,include-candidate,include,EEG cross-subject emotion (journal),methodological study of train/test partition leakage,subject-independent vs dependent vs cross-subject (partition analysis),no,,partition-leakage exhibit; exposes rather than commits leakage
SCR-0057,WoS/Scopus,10.1007/s13755-023-00226-x,,2023,HEALTH INFORMATION SCIENCE AND SYSTEMS,STSNet: a novel spatio-temporal-spectral network for subject-independent EEG-based emotion reco,include-candidate,include,EEG cross-subject emotion (journal),subject-independent LOSO-CV; DEAP/DREAMER,subject-independent; LOSO,unclear,preprocessing-or-selection-unclear,subject-independent LOSO claimed on DEAP/DREAMER; verify segment/normalization handling (near-ceiling risk)
SCR-0058,WoS/Scopus,10.1007/s40998-024-00710-4,,2024,IRANIAN JOURNAL OF SCIENCE AND TECHNOL,Enhancing Emotion Detection with Non-invasive Multi-Channel EEG and Hybrid Deep Learning Archit,exclude,exclude ,insufficient-info,,,,,
SCR-0059,Scopus,10.1007/s41870-024-02001-x,,2025,International Journal of Information T,Decoding emotional patterns using NIG modeling of EEG signals in the CEEMDAN domain,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0060,WoS/Scopus,10.1007/s42452-026-08583-4,,2026,DISCOVER APPLIED SCIENCES,Exploring principal component analysis and convolutional neural network (PCA-CNN) based archite,exclude,exclude ,subject-dependent-only,,,,,
SCR-0061,WoS/Scopus,10.1007/s42486-025-00219-7,,2026,CCF TRANSACTIONS ON PERVASIVE COMPUTIN,Music emotion interaction system based on brain-computer interface: a hybrid deep learning and ,exclude,exclude ,private-insufficient,,,,,
SCR-0062,WoS/Scopus,10.1007/s42486-026-00230-6,,2026,CCF TRANSACTIONS ON PERVASIVE COMPUTIN,A multi-scale graph diffusion convolution method for EEG-based emotion recognition with tempora,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0063,Scopus,10.1007/s42979-024-02762-z,,2024,SN Computer Science,A Resilient Overlay for Human Emotion Recognition Using Mixed Frameworks in Machine-Human Inter,exclude,exclude ,private-insufficient,,,,,
SCR-0064,Scopus,10.1007/s44163-026-00831-1,,2026,Discover Artificial Intelligence,Emotion recognition intelligent system based on machine learning and clustering algorithm,include-candidate,include,EEG cross-subject emotion (journal),MEDA transfer; one-subject-CV (LOSO) on SEED; transductive,LOSO; domain adaptation (MEDA),no,,
SCR-0065,WoS/Scopus,10.1007/s44443-025-00076-5,,2025,JOURNAL OF KING SAUD UNIVERSITY COMPUT,Adaptive dual-graph learning joint feature selection for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0066,WoS/Scopus,10.1007/s44443-025-00279-w,,2025,JOURNAL OF KING SAUD UNIVERSITY COMPUT,Research on dynamic domain adaptation selective ensemble algorithm for cross-subject EEG emotio,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0067,WoS/Scopus,10.1007/s44443-025-00411-w,,2025,JOURNAL OF KING SAUD UNIVERSITY COMPUT,EmoDNCL plus : Dual-stream negative-sample-free contrastive learning with neurophysiological au,include-candidate,include,EEG cross-subject emotion (journal),LOSO; self-supervised contrastive on unlabeled EEG; pretrain+finetune,subject-independent LOSO,no,,unlabeled EEG used in pretraining (disclosed)
SCR-0068,WoS/Scopus,10.1007/s44443-025-00441-4,,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUT,MEF-net: A generalized hybrid multi-entropy feature fusion neural network model for cross-subje,exclude,exclude ,subject-dependent-only,,subject-dependent (screening-excluded),unclear,,insufficient protocol text extracted from PDF
SCR-0069,PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed/PubMed,10.1016/j,41313998,2026,,"Multiple, not just Beta-Gamma, phase-amplitude couplings are associated with  Parkinson's disea",exclude,exclude ,non-eeg,,,,,
SCR-0070,WoS/Scopus,10.1016/j.aei.2024.102522,,2024,ADVANCED ENGINEERING INFORMATICS,Light-weight residual convolution-based capsule network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0071,WoS/Scopus,10.1016/j.aei.2025.103744,,2025,ADVANCED ENGINEERING INFORMATICS,A novel AI-driven EEG images emotion recognition generalized classification model for cross-sub,include-candidate,include,EEG cross-subject emotion (journal),LOSO cross-subject; source-target alignment; SEED/DEAP,cross-subject LOSO; domain adaptation,no,,
SCR-0072,WoS,10.1016/j.aej.2025.09.013,,2025,ALEXANDRIA ENGINEERING JOURNAL,MG-DA: Multi-branch graph convolution with domain adaptation for emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),UDA (unlabeled target aligned); cross-subject+cross-session; SEED/SEED-IV/DEAP,cross-subject/cross-session; UDA,no,,
SCR-0073,WoS,10.1016/j.aej.2026.03.045,,2026,ALEXANDRIA ENGINEERING JOURNAL,Cross-subject EEG emotion recognition using Riemannian Graph Transformers with Geodesic Adversa,include-candidate,include,EEG cross-subject emotion (journal),LOSO; geodesic alignment uses unlabeled target (transductive); SEED/DEAP,cross-subject LOSO; domain adaptation,no,,
SCR-0074,WoS/Scopus,10.1016/j.apacoust.2020.107840,,2021,APPLIED ACOUSTICS,A new approach to recognition of human emotions using brain signals and music stimuli,exclude,exclude ,private-insufficient,,,,,
SCR-0075,WoS/Scopus,10.1016/j.array.2026.100950,,2026,ARRAY,Integration of artificial intelligence and graph neural networks (GNN) for modeling human emoti,exclude,exclude ,subject-dependent-only,,,,,
SCR-0076,WoS/Scopus,10.1016/j.asoc.2020.106954,,2021,APPLIED SOFT COMPUTING,EEG emotion recognition using fusion model of graph convolutional neural networks and LSTM,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0077,WoS/Scopus,10.1016/j.asoc.2024.111635,,2024,APPLIED SOFT COMPUTING,EEG emotion recognition based on the TimesNet fusion model,include-candidate,include,EEG cross-subject emotion (journal),subject-independent DEAP ~86% verified via 5-fold random CV,subject-dependent & subject-independent tests; 5-fold random CV,unclear,subject-mixed-kfold,subject-independent DEAP ~86% via 5-fold random CV; subject-level separation not evidenced (near-ceiling for true LOSO)
SCR-0078,WoS,10.1016/j.asoc.2025.113478,,2025,APPLIED SOFT COMPUTING,"Advances in EEG-based emotion recognition: Challenges, methodologies, and future directions",exclude,exclude ,non-primary-study,,,,,
SCR-0079,WoS/Scopus,10.1016/j.asoc.2025.113659,,2025,APPLIED SOFT COMPUTING,Enhancing EEG-based individual-generic emotion recognition through invariant sparse patterns ex,exclude,exclude ,subject-dependent-only,,,,,
SCR-0080,WoS/Scopus,10.1016/j.asoc.2025.113958,,2025,APPLIED SOFT COMPUTING,A dual-branch self-supervised contrastive learning framework for emotion recognition based on t,include-candidate,include,EEG cross-subject emotion (journal),SSL contrastive pretrain (SEED) + fine-tune on SEED-V with few labels; cross-dataset,cross-dataset; self-supervised + fine-tune (few-shot),no,,
SCR-0081,WoS/Scopus,10.1016/j.asoc.2026.114855,,2026,APPLIED SOFT COMPUTING,MGGL: A multi-grained graph learning model for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),pretrain(unlabeled)+finetune; individualized fine-tuning; SI/SD/cross-domain,subject-independent; cross-domain; pretrain-finetune,no,,
SCR-0082,WoS/Scopus,10.1016/j.asoc.2026.115461,,2026,APPLIED SOFT COMPUTING,MetaAN: A meta-learned aligned network for cross-subject emotion recognition based on electroen,include-candidate,include,EEG cross-subject emotion (journal),domain generalization; zero-calibration; no target data used (inductive),cross-subject DG; meta-learning; no target access,no,,
SCR-0083,WoS/Scopus,10.1016/j.bbe.2017.05.004,,2017,BIOCYBERNETICS AND BIOMEDICAL ENGINEER,Development of a real time emotion classifier based on evoked EEG,exclude,exclude ,private-insufficient,,,,,
SCR-0084,WoS/Scopus/PubMed,10.1016/j.brainresbull.2024.110901,,2024,BRAIN RESEARCH BULLETIN,MGFKD: A semi-supervised multi-source domain adaptation algorithm for cross-subject EEG emotion,include-candidate,include,EEG cross-subject emotion (journal),semi-supervised MS-DA; few target labels (1/video) + pseudo-labels; SEED/SEED-IV,cross-subject; semi-supervised DA (few target labels),no,,disclosed target-label use (few-shot)
SCR-0085,WoS,10.1016/j.bspc.2020.101918,,2020,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Emotion recognition using EEG phase space dynamics and Poincare intersections,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0086,WoS,10.1016/j.bspc.2021.102755,,2021,BIOMEDICAL SIGNAL PROCESSING AND CONTR,EEG based emotion detection using fourth order spectral moment and deep learning,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0087,WoS/Scopus,10.1016/j.bspc.2021.103289,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Calibration free meta learning based approach for subject independent EEG emotion recognition,exclude,exclude ,no-subject-separation,few-shot episodic/zero-calibration; support-sample based,subject-independent; few-shot/zero-calibration,unclear,subject-mixed-kfold,few-shot/zero-calibration; verify whether eval folds mix subjects (title/abstract screen noted random 5-fold CV)
SCR-0088,WoS/Scopus,10.1016/j.bspc.2021.103361,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Capsule neural networks on spatio-temporal EEG frames for cross-subject emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),mix of 10-fold-on-combined-data (subject-mixed) and LOSO; cross-subject claim,cross-subject; LOSO + 10-fold combined,unclear,subject-mixed-kfold,describes 10-fold CV on combined data (subject-mixed) for a cross-subject method; train/test subject separation ambiguous
SCR-0089,WoS,10.1016/j.bspc.2021.103407,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Deep BiLSTM neural network model for emotion detection using cross-dataset approach,exclude,exclude ,cross-database only,,,,,
SCR-0090,WoS/Scopus,10.1016/j.bspc.2022.103485,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Learning DenseNet features from EEG based spectrograms for subject independent emotion recognit,exclude,exclude ,no-subject-separation,split into train-test not at subject level,,,,
SCR-0091,WoS/Scopus,10.1016/j.bspc.2022.103544,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Recognition of emotional states using frequency effective connectivity maps through transfer le,include-candidate,include,EEG cross-subject emotion (journal),subject-independent LOSO-CV; transfer-learned CNNs; MAHNOB/DEAP/DREAMER,subject-independent; LOSO,no,,
SCR-0092,WoS/Scopus,10.1016/j.bspc.2022.103547,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Subject independent emotion recognition using EEG signals employing attention driven neural net,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0093,WoS/Scopus,10.1016/j.bspc.2022.103687,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multisource Wasserstein Adaptation Coding Network for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),multisource Wasserstein UDA; unlabeled target aligned; cross-subject+cross-session,cross-subject/cross-session; UDA,no,,
SCR-0094,WoS/Scopus,10.1016/j.bspc.2022.103873,,2022,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A deep subdomain associate adaptation network for cross-session and cross-subject EEG emotion r,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0095,WoS/Scopus,10.1016/j.bspc.2022.104314,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Similarity constraint style transfer mapping for emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),style-transfer mapping; uses few labeled + unlabeled target; cross-subject,cross-subject; transfer (few target labels),no,,
SCR-0096,WoS/Scopus,10.1016/j.bspc.2023.104741,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,EEG-based cross-subject emotion recognition using multi-source domain transfer learning,exclude,exclude ,no-subject-separation,subject data in train-test set,,,,
SCR-0097,WoS/Scopus,10.1016/j.bspc.2023.104783,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,EEG channel selection-based binary particle swarm optimization with recurrent convolutional aut,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0098,WoS/Scopus,10.1016/j.bspc.2023.104806,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Deep time-frequency features and semi-supervised dimension reduction for subject-independent em,exclude,exclude ,subject-dependent-only,,,,,
SCR-0099,WoS/Scopus,10.1016/j.bspc.2023.104894,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Design of subject independent 3D VAD emotion detection system using EEG signals and machine lea,exclude,exclude ,no-subject-separation,subject-independent CLAIMED but 80/20 split + 5-fold CV (subject-mixed),subject-independent (claimed),yes,subject-mixed-kfold,claims subject-independent but uses 80/20 split + 5-fold CV on DEAP (no subject-level separation)
SCR-0100,WoS/Scopus,10.1016/j.bspc.2023.104928,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A deep learning approach for subject-dependent \& subject-independent emotion recognition using,exclude,exclude ,no-subject-separation,random split  80:10:10,,,,
SCR-0101,WoS/Scopus,10.1016/j.bspc.2023.104998,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Multi-source domain adaptation with spatio-temporal feature extractor for EEG emotion recogniti,include-candidate,include,EEG cross-subject emotion (journal),multi-source UDA; one subject as unlabeled target rest source (LOSO-style); transductive,subject-independent; cross-subject; UDA,no,,
SCR-0102,WoS/Scopus,10.1016/j.bspc.2023.104999,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,STILN: A novel spatial-temporal information learning network for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0103,WoS/Scopus,10.1016/j.bspc.2023.105136,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,A multi-task hybrid emotion recognition network based on EEG signals,exclude,exclude ,no-subject-separation,random 5-folds cv,,,,
SCR-0104,WoS/Scopus,10.1016/j.bspc.2023.105138,,2023,BIOMEDICAL SIGNAL PROCESSING AND CONTR,Learning a robust unified domain adaptation framework for cross-subject EEG-based emotion recog,include-candidate,include,EEG cross-subject emotion (journal),unified UDA; LOSO per session; unlabeled target + pseudo-label correction; SEED/SEED-IV,cross-subject LOSO; UDA,no,,
